physician_id,urban_population_perc_in_physician_locality,percent_population_with_health_insurance_in_last10q,physician_gender,physician_tenure,physician_age,physician_speciality
7913,0.13,0.91,F,8,56,nephrology
7914,0.94,0.96,F,20,80,nephrology
7915,0.99,0.1,F,11,40,nephrology
7916,0.98,0.1,F,28,80,nephrology
7917,1,0.96,F,42,71,urology
7918,1,0.15,F,17,80,nephrology
7919,1,0.28,F,14,80,nephrology
7920,0.71,0.89,F,16,80,other
7921,1,0.08,F,3,28,nephrology
7922,0.99,0.12,F,3,28,nephrology
7923,1,0.01,F,16,80,nephrology
7924,1,0.26,F,9,80,nephrology
7925,1,0.16,M,3,28,nephrology
7926,0.81,0.21,F,3,28,nephrology
7927,0.48,0.36,F,9,67,nephrology
7928,0.67,0.93,F,3,28,nephrology
7929,1,0.48,F,12,49,other
7930,1,0.84,F,24,61,nephrology
7931,1,0.86,F,38,80,nephrology
7932,0.94,0.88,F,18,60,other
7933,0.99,0.9,F,15,66,nephrology
7934,0.99,0.96,F,3,28,nephrology
7935,1,0.92,F,37,80,nephrology
7936,0.76,0.3,F,13,80,other
7937,1,0.86,F,3,28,nephrology
7938,1,0.4,F,9,52,nephrology
7939,0.9,0.21,F,3,28,nephrology
7940,0.61,0.46,F,9,62,nephrology
7941,0.92,0.23,M,3,28,urology
7942,1,0.49,F,13,80,nephrology
7943,0.92,0.09,M,38,80,other
7944,0.85,0.93,F,16,61,nephrology
7945,0.82,0.96,F,43,80,nephrology
7946,1,0.43,F,13,80,nephrology
7947,1,0.82,F,3,28,other
7948,0.87,0.97,M,15,80,other
7949,0.72,0.91,F,6,80,nephrology
7950,0.67,0.86,F,40,65,other
7951,1,0.87,F,22,50,nephrology
7952,1,0.89,F,30,63,nephrology
7953,1,0.34,F,3,28,nephrology
7954,1,0.78,F,31,83,nephrology
7955,0.88,0.57,F,12,44,nephrology
7956,0.99,0.56,F,3,28,nephrology
7957,1,0.9,F,3,28,nephrology
7958,0.73,0.41,M,10,58,nephrology
7959,1,0.89,F,3,28,nephrology
7960,0.61,0.85,F,17,80,nephrology
7961,0,0.88,F,3,28,nephrology
7962,0.53,0.89,F,11,80,nephrology
7963,1,0.79,F,18,80,nephrology
7964,0,0.42,F,11,44,nephrology
7965,0,0.93,F,6,40,nephrology
7966,0.8,0.87,F,15,54,nephrology
7967,1,0.91,F,14,80,nephrology
7968,0.98,0.91,F,15,80,nephrology
7969,0.75,0.88,F,13,80,nephrology
7970,0.83,0.84,F,12,80,nephrology
7971,0.88,0.41,F,3,28,other
7972,1,0.78,F,10,80,nephrology
7973,0.42,0.88,F,24,80,other
7974,0.15,0.85,F,11,58,other
7975,0.97,0.91,F,8,80,nephrology
7976,0.74,0.87,F,3,28,other
7977,1,0.84,F,7,80,urology
7978,0.99,0.94,F,3,28,nephrology
7979,1,0.88,F,3,28,other
7980,0.9,0.91,F,37,80,other
7981,1,0.17,M,3,28,nephrology
7982,1,0.87,F,13,80,nephrology
7983,0.97,0.9,F,13,51,nephrology
7984,1,0.88,F,32,70,nephrology
7985,0.89,0.6,F,12,60,nephrology
7986,0.99,0.9,F,14,43,nephrology
7987,0.62,0.91,F,14,47,nephrology
7988,1,0.92,F,14,66,nephrology
7989,0.88,0.36,F,15,80,other
7990,1,0.8,F,3,28,urology
7991,0.72,0.88,F,17,69,nephrology
7992,0.97,0.82,F,13,45,other
7993,0.9,0.96,F,3,28,nephrology
7994,1,0.86,F,8,80,nephrology
7995,1,0.88,F,3,28,nephrology
7996,0.77,0.88,F,26,80,other
7997,1,0.92,M,16,51,nephrology
7998,0,0.86,F,3,28,nephrology
7999,0.69,0.92,F,11,80,nephrology
8000,0.79,0.87,F,15,80,nephrology
8001,0.55,0.4,M,21,80,other
8002,0.97,0.9,F,3,28,nephrology
8003,0.77,0.85,F,3,28,nephrology
8004,0.61,0.93,F,14,59,nephrology
8005,1,0.97,F,12,41,nephrology
8006,0.54,0.84,F,28,64,nephrology
8007,0.54,0.89,F,12,80,nephrology
8008,1,0.83,F,14,80,other
8009,0.9,0.92,F,3,28,nephrology
8010,1,0.91,F,7,80,urology
8011,1,0.44,F,13,80,nephrology
8012,1,0.57,M,16,48,other
8013,1,0.92,F,3,28,nephrology
8014,1,0.94,F,36,59,other
8015,0.74,0.93,F,3,28,nephrology
8016,0.72,0.88,F,16,46,nephrology
8017,0.64,0.57,M,15,43,nephrology
8018,1,0.07,F,15,42,other
8019,0.75,0.03,M,15,41,nephrology
8020,0.86,0.53,F,15,67,nephrology
8021,0.99,0.51,M,15,42,nephrology
8022,1,0.55,M,16,80,nephrology
8023,1,0.97,M,25,50,other
8024,1,0.73,M,15,80,nephrology
8025,1,0.93,F,18,43,other
8026,0.68,0.93,F,37,80,urology
8027,0.9,0.27,F,16,68,nephrology
8028,0.99,0.93,M,35,62,nephrology
8029,1,0.29,M,15,70,nephrology
8030,0.97,0.9,F,3,28,nephrology
8031,1,0.78,M,15,45,nephrology
8032,0.99,0.84,F,15,42,other
8033,1,0.49,F,20,74,nephrology
8034,1,0.94,F,3,28,urology
8035,0.9,0.2,F,3,28,other
8036,1,0.94,F,17,45,other
8037,0.98,0.43,F,15,80,nephrology
8038,1,0.86,F,15,80,nephrology
8039,1,0.58,M,3,28,nephrology
8040,1,0.46,M,16,80,nephrology
8041,0.95,0.94,F,22,48,nephrology
8042,0.71,0.89,M,25,48,nephrology
8043,0.86,0.9,M,16,48,nephrology
8044,1,0.43,F,15,80,urology
8045,0.72,0.49,M,21,44,nephrology
8046,1,0.22,F,15,80,nephrology
8047,1,0.93,M,23,50,nephrology
8048,0.4,0.82,F,15,47,nephrology
8049,1,0.92,F,15,41,nephrology
8050,1,0.54,M,15,42,nephrology
8051,0.87,0.21,F,15,41,other
8052,0.99,0.95,M,15,59,nephrology
8053,1,0.38,M,15,45,other
8054,1,0.48,F,37,62,nephrology
8055,1,0.46,F,15,42,urology
8056,0.63,0.91,F,24,49,other
8057,0.85,0.91,M,15,45,nephrology
8058,0.88,0.93,M,24,53,nephrology
8059,1,0.06,F,15,39,nephrology
8060,1,0.48,F,16,59,urology
8061,1,0.11,M,15,41,nephrology
8062,1,0.25,F,15,44,nephrology
8063,0.95,0.84,M,15,41,nephrology
8064,1,0.44,F,15,41,nephrology
8065,1,0.55,F,15,46,nephrology
8066,1,0.55,F,19,45,nephrology
8067,1,0.81,M,15,41,nephrology
8068,1,0.86,F,15,41,nephrology
8069,1,0.83,F,15,41,nephrology
8070,1,0.42,M,15,46,nephrology
8071,0.9,0.15,F,15,42,nephrology
8072,1,0.88,M,19,44,nephrology
8073,0.98,0.42,M,15,80,other
8074,1,0.97,F,3,28,nephrology
8075,1,0.38,M,21,61,nephrology
8076,1,0.97,M,15,43,nephrology
8077,1,0.84,F,15,52,nephrology
8078,1,0.88,F,14,40,nephrology
8079,0.97,0.96,F,13,43,nephrology
8080,0.78,0.87,M,13,49,other
8081,0.96,0.76,F,11,43,nephrology
8082,1,0.83,M,13,48,urology
8083,1,0.58,M,13,43,nephrology
8084,1,0.07,F,13,80,urology
8085,1,0.02,F,12,40,nephrology
8086,0.77,0.92,M,11,37,other
8087,1,0.16,F,11,43,nephrology
8088,1,0.93,F,11,36,nephrology
8089,0.66,0.33,M,11,48,nephrology
8090,0.94,0.96,M,14,41,nephrology
8091,0.9,0.13,F,11,40,nephrology
8092,0,0.47,M,16,45,nephrology
8093,1,0.26,M,11,43,nephrology
8094,1,0.88,M,17,45,other
8095,0.87,0.95,M,15,80,urology
8096,0.93,0.91,M,22,47,urology
8097,0.98,0.93,M,15,49,nephrology
8098,1,0.26,F,3,28,other
8099,0,0.26,M,15,44,other
8100,1,0.41,M,17,42,nephrology
8101,1,0.38,F,15,42,nephrology
8102,1,0.07,M,15,54,nephrology
8103,1,0.92,F,15,80,nephrology
8104,0.8,0.88,M,15,41,nephrology
8105,1,0.79,M,15,42,nephrology
8106,0.63,0.82,M,15,48,nephrology
8107,0.85,0.92,F,3,28,nephrology
8108,1,0.09,F,3,28,nephrology
8109,0.86,0.22,F,3,28,nephrology
8110,0.94,0.42,F,3,28,nephrology
8111,1,0.31,M,37,67,other
8112,1,0.22,F,16,42,other
8113,0.86,0.59,F,6,80,nephrology
8114,0.94,0.44,F,3,28,other
8115,1,0.07,F,3,28,nephrology
8116,1,0.96,M,16,51,nephrology
8117,0.47,0.52,F,21,45,other
8118,1,0.34,F,16,80,nephrology
8119,0.93,0.54,F,12,80,nephrology
8120,1,0.35,M,15,53,other
8121,1,0.05,F,3,28,nephrology
8122,0.62,0.8,M,23,80,other
8123,1,0.95,M,24,50,nephrology
8124,0.64,0.9,M,15,57,nephrology
8125,1,0.97,M,25,80,nephrology
8126,0.58,0.87,F,3,28,nephrology
8127,1,0.92,M,24,51,nephrology
8128,0.87,0.9,F,17,80,other
8129,0.96,0.04,F,15,80,other
8130,0.32,0.84,F,16,80,nephrology
8131,1,0.01,M,36,60,urology
8132,0.56,0.95,M,15,41,nephrology
8133,1,0.01,F,3,28,nephrology
8134,0.78,0.94,M,16,80,other
8135,0.96,0.01,F,17,42,nephrology
8136,1,0.85,M,23,46,other
8137,1,0.88,F,15,41,nephrology
8138,1,0.44,F,16,70,nephrology
8139,0.84,0.59,F,15,80,other
8140,1,0.23,M,21,47,other
8141,1,0.56,M,15,41,nephrology
8142,1,0.39,M,15,43,nephrology
8143,0.46,0.87,M,3,28,other
8144,1,0.05,F,15,69,nephrology
8145,1,0.93,F,3,28,nephrology
8146,0.82,0.95,F,12,80,nephrology
8147,1,0.85,F,8,80,other
8148,0.99,0.95,F,6,80,nephrology
8149,0.69,0.94,F,3,28,nephrology
8150,1,0.97,F,11,80,nephrology
8151,0.83,0.93,F,14,80,urology
8152,0.85,0.92,F,3,28,nephrology
8153,0.91,0.93,F,17,80,other
8154,0.97,0.95,F,25,80,nephrology
8155,0.79,0.37,F,3,28,urology
8156,0.44,0.94,F,9,80,nephrology
8157,0.39,0.91,F,3,28,nephrology
8158,0,0.96,F,6,80,nephrology
8159,1,0.97,F,16,80,nephrology
8160,0.94,0.97,F,3,28,nephrology
8161,0.44,0.92,F,10,80,nephrology
8162,1,0.97,F,10,80,nephrology
8163,1,0.88,F,9,80,urology
8164,0.78,0.95,F,14,80,nephrology
8165,0.9,0.96,F,3,28,nephrology
8166,0.97,0.96,F,3,28,nephrology
8167,1,0.92,F,7,80,urology
8168,0.89,0.96,F,3,28,other
8169,1,0.93,M,3,28,nephrology
8170,1,0.6,M,16,42,nephrology
8171,1,0.91,F,15,80,nephrology
8172,0.62,0.94,F,3,28,nephrology
8173,0.94,0.88,F,15,80,urology
8174,1,0.17,F,3,28,urology
8175,1,0.54,M,15,41,nephrology
8176,0.9,0.89,F,11,80,nephrology
8177,1,0.24,F,18,74,nephrology
8178,1,0.02,M,17,44,other
8179,1,0.88,M,29,52,nephrology
8180,0.97,0.03,F,14,47,nephrology
8181,1,0.88,M,14,58,nephrology
8182,0.72,0.85,F,15,80,nephrology
8183,1,0.96,M,15,42,nephrology
8184,1,0.35,F,3,28,other
8185,1,0.87,F,15,80,nephrology
8186,1,0.39,F,15,43,other
8187,0.73,0.94,F,15,80,nephrology
8188,1,0.94,F,14,41,nephrology
8189,1,0.54,M,14,47,nephrology
8190,0.71,0.87,F,14,40,nephrology
8191,0.94,0.98,M,15,46,nephrology
8192,1,0.77,F,14,41,other
8193,0.96,0.76,M,18,44,nephrology
8194,1,0.51,M,15,46,nephrology
8195,1,0.79,F,14,40,nephrology
8196,1,0.94,F,14,40,nephrology
8197,1,0.8,F,14,40,nephrology
8198,0.99,0.92,M,14,41,nephrology
8199,1,0.88,M,14,45,nephrology
8200,1,0.06,M,14,40,nephrology
8201,1,0.6,F,15,43,nephrology
8202,0.67,0.92,F,14,42,nephrology
8203,1,0.14,F,14,40,nephrology
8204,1,0.31,F,14,40,nephrology
8205,0.96,0.92,F,14,41,nephrology
8206,1,0.44,M,16,47,nephrology
8207,1,0.54,M,14,47,other
8208,0.94,0.46,M,14,42,nephrology
8209,0.81,0.88,F,14,43,other
8210,0.61,0.05,M,14,44,nephrology
8211,1,0.4,F,16,41,nephrology
8212,0.94,0.96,F,14,40,nephrology
8213,0.88,0.93,F,14,42,nephrology
8214,0.92,0.51,M,14,41,nephrology
8215,0.97,0.9,F,14,41,nephrology
8216,1,0.92,M,14,48,nephrology
8217,1,0.95,F,15,41,nephrology
8218,1,0.92,F,14,80,urology
8219,1,0.15,M,14,41,nephrology
8220,0.99,0.41,M,14,50,other
8221,1,0.33,F,15,41,nephrology
8222,1,0.57,F,14,80,nephrology
8223,1,0.96,F,15,80,urology
8224,0.94,0.92,F,3,28,nephrology
8225,1,0.51,F,7,80,other
8226,0.68,0.91,F,13,80,nephrology
8227,0.94,0.92,F,9,80,nephrology
8228,0.55,0.9,F,12,80,nephrology
8229,0.95,0.92,F,3,28,other
8230,1,0.92,F,12,80,other
8231,0.92,0.07,F,14,80,nephrology
8232,1,0.93,F,10,80,other
8233,0.71,0.92,F,14,80,other
8234,0.39,0.89,F,12,80,nephrology
8235,0.95,0.91,F,14,80,other
8236,1,0.87,F,14,61,nephrology
8237,1,0.9,F,13,80,nephrology
8238,1,0.88,F,3,28,other
8239,1,0.57,F,15,41,nephrology
8240,0.63,0.87,F,9,80,other
8241,0.79,0.93,F,11,80,nephrology
8242,0.35,0.93,F,8,80,nephrology
8243,1,0.9,F,14,80,nephrology
8244,0.88,0.37,F,10,80,nephrology
8245,0.97,0.22,M,15,41,other
8246,0.56,0.41,F,15,49,nephrology
8247,1,0.85,F,16,45,nephrology
8248,0.83,0.48,F,16,80,nephrology
8249,1,0.46,M,14,44,other
8250,0.77,0.95,M,15,80,nephrology
8251,1,0.92,F,19,57,nephrology
8252,1,0.91,M,28,56,nephrology
8253,1,0.94,F,22,46,other
8254,0.86,0.12,M,42,80,nephrology
8255,1,0.26,F,3,28,nephrology
8256,1,0.92,F,15,58,nephrology
8257,0.81,0.92,F,15,55,other
8258,0.87,0.88,M,15,44,nephrology
8259,1,0.9,F,14,42,nephrology
8260,1,0.95,F,18,42,nephrology
8261,1,0.95,F,14,42,nephrology
8262,1,0.89,M,36,61,nephrology
8263,0.71,0.4,F,14,58,nephrology
8264,1,0.89,F,29,55,nephrology
8265,1,0.06,M,16,43,nephrology
8266,1,0.92,F,15,53,nephrology
8267,0.76,0.92,M,15,41,nephrology
8268,0.67,0.48,M,14,44,nephrology
8269,1,0.01,F,14,44,nephrology
8270,1,0.08,M,23,49,other
8271,0.95,0.58,F,14,40,nephrology
8272,1,0.86,M,27,51,nephrology
8273,0.99,0.93,M,29,53,nephrology
8274,1,0.14,F,25,51,nephrology
8275,0.98,0.96,M,22,48,nephrology
8276,1,0.1,M,16,80,nephrology
8277,0.38,0.05,F,8,54,urology
8278,0.78,0.92,M,14,40,nephrology
8279,0.88,0.88,F,15,45,nephrology
8280,1,0.16,M,14,49,nephrology
8281,1,0.75,Unknown,3,28,nephrology
8282,1,0.07,F,14,40,urology
8283,1,0.17,F,14,41,nephrology
8284,0.86,0.04,M,15,47,urology
8285,0.96,0.82,F,14,41,nephrology
8286,1,0.94,M,19,44,nephrology
8287,1,0.39,F,18,60,nephrology
8288,1,0.94,F,19,80,other
8289,0.95,0.4,M,20,46,nephrology
8290,1,0.91,F,39,80,other
8291,1,0.9,F,3,28,other
8292,0.99,0.72,M,14,40,other
8293,0.92,0.04,F,15,57,nephrology
8294,0.85,0.14,M,3,28,nephrology
8295,1,0.92,F,9,63,nephrology
8296,1,0.32,M,17,46,nephrology
8297,0.96,0.56,M,24,50,nephrology
8298,1,0.15,F,3,28,other
8299,0.56,0.74,F,15,54,nephrology
8300,1,0.88,M,15,51,nephrology
8301,0.45,0.84,F,14,43,other
8302,1,0.3,F,15,41,other
8303,0.92,0.32,F,11,60,nephrology
8304,1,0.56,F,3,28,nephrology
8305,1,0.92,F,3,28,nephrology
8306,1,0.93,M,15,51,nephrology
8307,0.74,0.58,F,14,41,nephrology
8308,0.92,0.39,M,24,51,other
8309,0.94,0.23,F,14,41,nephrology
8310,1,0.13,F,3,28,nephrology
8311,0.97,0.12,M,11,38,nephrology
8312,0.69,0.92,F,10,80,nephrology
8313,1,0.53,M,10,39,other
8314,0.89,0.91,F,31,56,nephrology
8315,1,0.93,F,18,47,nephrology
8316,1,0.98,M,3,28,nephrology
8317,0.91,0.36,F,3,28,nephrology
8318,1,0.75,F,3,28,other
8319,1,0.02,F,15,44,nephrology
8320,0.94,0.9,F,3,28,nephrology
8321,0.58,0.93,M,14,44,nephrology
8322,0.37,0.11,F,3,28,other
8323,1,0.6,F,16,80,nephrology
8324,0.99,0.12,F,14,52,nephrology
8325,0.77,0.38,F,14,39,nephrology
8326,1,0.25,F,3,28,nephrology
8327,0.69,0.18,F,14,46,nephrology
8328,1,0.24,M,15,44,nephrology
8329,0.62,0.44,M,14,41,other
8330,1,0.39,M,18,41,nephrology
8331,1,0.43,M,3,28,nephrology
8332,1,0.06,M,3,28,nephrology
8333,0.99,0.39,M,15,44,other
8334,0.87,0.58,F,17,72,other
8335,1,0.26,F,15,47,nephrology
8336,1,0.81,F,11,80,nephrology
8337,1,0.57,F,14,80,nephrology
8338,1,0.9,F,17,43,other
8339,0.98,0.93,M,30,56,other
8340,1,0.59,M,18,48,nephrology
8341,1,0.31,F,14,80,nephrology
8342,1,0.95,M,24,49,nephrology
8343,1,0.88,F,17,54,other
8344,0.9,0.92,F,14,40,nephrology
8345,0.59,0.93,M,8,80,nephrology
8346,0.96,0.08,F,13,80,nephrology
8347,0.74,0.9,M,19,80,other
8348,0.75,0.03,F,37,80,nephrology
8349,1,0.6,F,9,52,nephrology
8350,1,0.05,M,24,52,nephrology
8351,0.99,0.02,M,17,80,nephrology
8352,1,0.88,F,14,66,other
8353,0.67,0.91,F,22,48,nephrology
8354,1,0.2,F,15,48,nephrology
8355,0.92,0.51,F,14,39,nephrology
8356,1,0.03,M,9,80,other
8357,0.79,0.17,F,15,80,nephrology
8358,0.94,0.55,F,15,80,nephrology
8359,0.97,0.41,F,14,80,nephrology
8360,1,0.29,F,3,28,nephrology
8361,1,0.93,F,15,80,nephrology
8362,1,0.95,F,15,80,nephrology
8363,0.91,0.1,F,14,69,other
8364,0.96,0.3,F,8,44,nephrology
8365,1,0.37,F,14,40,nephrology
8366,1,0.84,F,23,80,nephrology
8367,0.64,0.91,F,11,80,nephrology
8368,1,0.21,F,14,49,nephrology
8369,0.5,0.82,F,15,57,nephrology
8370,1,0.9,F,19,80,nephrology
8371,0.64,0.49,F,36,80,nephrology
8372,0.71,0.89,F,15,41,nephrology
8373,0.96,0.76,F,3,28,nephrology
8374,0.65,0.22,M,14,80,nephrology
8375,1,0.92,M,3,28,urology
8376,1,0.84,F,14,46,nephrology
8377,1,0.98,M,15,47,nephrology
8378,0.99,0.04,F,14,80,other
8379,0.76,0.2,F,14,53,nephrology
8380,1,0.57,M,15,42,nephrology
8381,1,0.98,F,19,80,nephrology
8382,0.95,0.95,M,3,28,nephrology
8383,1,0.19,F,28,52,nephrology
8384,1,0.4,M,14,80,urology
8385,0.99,0.96,F,18,80,nephrology
8386,1,0.89,F,16,80,nephrology
8387,1,0.25,M,19,46,other
8388,0.8,0.81,M,18,43,nephrology
8389,1,0.02,F,3,28,nephrology
8390,1,0.85,M,15,40,nephrology
8391,1,0.27,F,14,45,nephrology
8392,0.99,0.92,M,14,46,nephrology
8393,1,0.38,M,15,51,nephrology
8394,1,0.49,M,18,42,nephrology
8395,0.87,0.9,F,14,80,nephrology
8396,0.96,0.94,M,14,80,other
8397,0.99,0.95,M,14,80,nephrology
8398,1,0.11,F,15,45,nephrology
8399,0.92,0.1,F,14,80,nephrology
8400,1,0.4,F,3,28,other
8401,1,0.93,F,16,46,nephrology
8402,0.8,0.43,F,15,64,nephrology
8403,1,0.97,M,15,42,nephrology
8404,0.75,0.9,F,14,51,other
8405,1,0.42,M,17,47,nephrology
8406,1,0.34,M,14,41,nephrology
8407,1,0.85,M,16,46,nephrology
8408,1,0.23,F,23,46,urology
8409,1,0.07,F,15,41,nephrology
8410,1,0.93,M,15,42,other
8411,1,0.7,F,27,53,nephrology
8412,1,0.81,F,34,59,nephrology
8413,0.98,0.9,F,20,80,urology
8414,0.82,0.4,M,14,80,nephrology
8415,0.92,0.83,M,14,48,nephrology
8416,1,0.45,M,14,80,nephrology
8417,0.38,0.93,F,11,69,nephrology
8418,1,0.56,M,16,60,nephrology
8419,1,0.19,M,15,39,nephrology
8420,1,0.55,M,17,40,nephrology
8421,0.98,0.96,F,14,80,nephrology
8422,0.77,0.85,F,14,41,nephrology
8423,0.96,0.9,F,15,45,nephrology
8424,0.93,0.9,F,14,55,nephrology
8425,0.35,0.49,F,3,28,nephrology
8426,1,0.31,F,3,28,nephrology
8427,1,0.3,M,15,49,nephrology
8428,0.99,0.94,M,3,28,nephrology
8429,1,0.41,M,13,40,nephrology
8430,1,0.13,M,13,43,urology
8431,0.73,0.53,M,13,40,nephrology
8432,0.97,0.96,M,14,40,nephrology
8433,1,0.2,M,13,39,nephrology
8434,0.64,0.89,M,13,42,other
8435,1,0.93,F,13,38,other
8436,1,0.96,F,13,39,nephrology
8437,0.25,0.87,F,13,39,other
8438,1,0.95,M,13,42,nephrology
8439,0.96,0.82,M,13,41,nephrology
8440,0.91,0.87,F,17,49,urology
8441,1,0.75,F,26,80,nephrology
8442,1,0.22,M,3,28,nephrology
8443,1,0.46,M,13,47,nephrology
8444,1,0.99,F,17,80,urology
8445,1,0.57,F,13,37,nephrology
8446,0,0.9,F,3,28,nephrology
8447,1,0.96,F,21,49,urology
8448,1,0.89,M,7,80,other
8449,1,0.45,F,13,80,urology
8450,0.94,0.38,F,3,28,other
8451,1,0.51,F,15,68,nephrology
8452,0.21,0.89,M,15,43,other
8453,1,0.95,M,15,80,other
8454,1,0.14,F,50,80,nephrology
8455,1,0.89,F,18,80,nephrology
8456,0.48,0.85,F,16,80,other
8457,1,0.54,M,28,66,nephrology
8458,0.55,0.85,F,15,47,nephrology
8459,0.94,0.11,M,25,80,nephrology
8460,1,0.31,M,14,45,urology
8461,0.97,0.9,M,15,80,nephrology
8462,1,0.9,M,22,45,other
8463,0.83,0.88,F,16,80,nephrology
8464,1,0.45,F,3,28,nephrology
8465,1,0.5,M,21,46,nephrology
8466,0.45,0.5,F,14,80,nephrology
8467,0.78,0.49,F,33,80,nephrology
8468,0.87,0.01,M,19,43,nephrology
8469,0.74,0.83,M,10,80,nephrology
8470,0.74,0.9,F,14,74,nephrology
8471,1,0.49,F,3,28,nephrology
8472,1,0.82,M,13,80,other
8473,0,0.09,F,18,58,other
8474,0.35,0.91,M,15,43,nephrology
8475,1,0.16,F,11,69,nephrology
8476,0.94,0.51,M,34,80,nephrology
8477,1,0.96,F,15,44,nephrology
8478,1,0.22,F,32,57,nephrology
8479,0.86,0.58,M,17,42,other
8480,0.59,0.97,F,13,80,other
8481,1,0.86,M,34,60,urology
8482,1,0.54,F,3,28,nephrology
8483,0.86,0.49,M,18,80,urology
8484,1,0.49,F,3,28,nephrology
8485,1,0.12,F,3,28,urology
8486,0.94,0.48,M,3,28,nephrology
8487,1,0.3,F,14,80,nephrology
8488,1,0.13,F,37,80,nephrology
8489,0.86,0.91,F,17,56,urology
8490,0.81,0.92,F,15,57,other
8491,0.99,0.77,F,39,62,nephrology
8492,1,0.97,F,13,80,nephrology
8493,1,0.34,F,34,60,nephrology
8494,0,0.33,F,3,28,nephrology
8495,0.95,0.96,F,43,80,nephrology
8496,1,0.97,F,13,80,nephrology
8497,1,0.91,F,13,80,nephrology
8498,0.98,0.86,F,46,72,urology
8499,0.82,0.54,F,15,80,other
8500,0.85,0.92,F,5,80,nephrology
8501,1,0.05,F,16,80,nephrology
8502,0.89,0.96,M,3,28,nephrology
8503,1,0.4,F,16,43,nephrology
8504,0.87,0.97,F,22,46,nephrology
8505,0.97,0.21,F,17,42,nephrology
8506,1,0.93,M,31,54,other
8507,0.9,0.88,M,9,37,nephrology
8508,1,0.56,F,13,41,nephrology
8509,1,0.48,F,3,28,other
8510,1,0.95,M,17,47,nephrology
8511,1,0.85,M,16,41,nephrology
8512,1,0.93,F,28,50,urology
8513,0.66,0.94,F,13,80,nephrology
8514,0.97,0.9,F,20,80,nephrology
8515,1,0.91,M,14,45,nephrology
8516,0.72,0.85,F,36,80,urology
8517,1,0.49,M,16,44,nephrology
8518,1,0.75,F,3,28,nephrology
8519,0.56,0.89,F,14,73,other
8520,1,0.02,F,14,60,other
8521,1,0.96,F,18,46,urology
8522,1,0.46,F,13,80,nephrology
8523,1,0.33,F,14,43,nephrology
8524,1,0.43,M,13,45,nephrology
8525,1,0.44,F,3,28,other
8526,1,0.9,M,16,42,nephrology
8527,1,0.87,F,3,28,nephrology
8528,0.98,0.89,F,15,80,nephrology
8529,0.91,0.92,F,13,80,nephrology
8530,1,0.27,F,13,80,nephrology
8531,1,0.93,F,3,28,nephrology
8532,0.73,0.94,F,20,80,nephrology
8533,1,0.9,F,3,28,other
8534,0.59,0.88,M,14,53,nephrology
8535,1,0.16,F,3,28,nephrology
8536,1,0.52,F,13,80,nephrology
8537,0.99,0.45,F,3,28,other
8538,1,0.89,F,27,64,nephrology
8539,0.87,0.96,F,13,66,nephrology
8540,0.93,0.94,F,3,28,nephrology
8541,0.72,0.88,M,13,62,nephrology
8542,0.72,0.88,F,13,60,nephrology
8543,0.85,0.27,F,13,80,nephrology
8544,0.99,0.17,F,26,80,urology
8545,0.85,0.5,F,15,58,nephrology
8546,0.9,0.4,F,13,80,other
8547,0.74,0.9,F,26,72,nephrology
8548,0.97,0.3,M,4,80,nephrology
8549,1,0.96,F,26,66,other
8550,1,0.13,F,16,49,nephrology
8551,0.74,0.89,F,32,58,nephrology
8552,0.98,0.58,F,13,80,nephrology
8553,1,0.89,F,20,45,nephrology
8554,1,0.5,F,14,39,nephrology
8555,1,0.56,M,15,46,nephrology
8556,0.92,0.17,F,10,80,nephrology
8557,1,0.33,M,18,80,nephrology
8558,0.99,0.96,F,3,28,nephrology
8559,1,0.16,F,13,40,nephrology
8560,0.75,0.9,F,14,55,nephrology
8561,1,0.27,F,13,80,nephrology
8562,1,0.98,M,20,47,nephrology
8563,0.88,0.17,F,13,80,other
8564,1,0.18,F,13,38,nephrology
8565,0.53,0.44,F,13,80,other
8566,1,0.96,F,13,53,nephrology
8567,0.87,0.12,M,8,37,nephrology
8568,1,0.55,M,9,38,nephrology
8569,1,0.32,F,13,77,nephrology
8570,0.93,0.85,M,8,45,nephrology
8571,0.86,0.09,F,3,28,urology
8572,1,0.94,F,35,59,urology
8573,1,0.57,M,13,80,urology
8574,0.97,0.52,M,3,28,other
8575,1,0.37,F,10,80,nephrology
8576,1,0.57,F,18,80,nephrology
8577,0.86,0.98,M,11,80,nephrology
8578,1,0.92,F,13,80,other
8579,0.77,0.95,F,29,80,nephrology
8580,1,0.98,F,25,52,nephrology
8581,1,0.97,F,9,80,nephrology
8582,0.89,0.59,F,15,43,nephrology
8583,0.82,0.02,F,3,28,nephrology
8584,1,0.38,F,16,80,nephrology
8585,1,0.97,F,3,28,nephrology
8586,0.99,0.32,F,18,80,nephrology
8587,1,0.88,F,16,80,urology
8588,0.65,0.44,F,8,80,other
8589,0.69,0.89,M,14,44,nephrology
8590,1,0.45,F,20,55,nephrology
8591,1,0.86,F,17,80,nephrology
8592,1,0.72,M,3,28,other
8593,0.72,0.36,F,14,80,nephrology
8594,1,0.97,M,17,42,nephrology
8595,0.73,0.07,F,14,80,nephrology
8596,1,0.87,M,37,63,nephrology
8597,0.8,0.81,M,15,80,nephrology
8598,1,0.84,M,18,50,other
8599,1,0.07,M,12,80,nephrology
8600,0.59,0.91,F,3,28,other
